0.000000000	83.500000000
0.026666667	81.833328247
0.053333335	95.833328247
0.079999998	67.166671753
0.106666669	78.833335876
0.133333340	99.166671753
0.159999996	103.833328247
0.186666667	121.166671753
0.213333338	118.333335876
0.239999995	108.000000000
0.266666681	118.333328247
0.293333322	118.833328247
0.319999993	97.333328247
0.346666664	108.500000000
0.373333335	91.833328247
0.400000006	93.000000000
0.426666677	75.666671753
0.453333348	76.500000000
0.479999989	83.666671753
0.506666660	75.000000000
0.533333361	82.000000000
0.560000002	89.333328247
0.586666644	80.000000000
0.613333344	98.500000000
0.639999986	108.500000000
0.666666687	133.500000000
0.693333328	125.666671753
0.720000029	114.333328247
0.746666670	111.166671753
0.773333311	103.000000000
0.800000012	103.666671753
0.826666653	95.166671753
0.853333354	92.166664124
0.879999995	94.833335876
0.906666696	100.333328247
0.933333337	80.333335876
0.959999979	84.500000000
0.986666679	73.666671753
1.013333321	70.000000000
1.039999962	93.500000000
1.066666722	100.666671753
1.093333364	81.500000000
1.120000005	107.833328247
1.146666646	118.666671753
1.173333287	127.333335876
1.200000048	109.333328247
1.226666689	119.500000000
1.253333330	116.500000000
1.279999971	112.000000000
1.306666613	95.333335876
1.333333373	93.666671753
1.360000014	83.000000000
1.386666656	78.000000000
1.413333297	75.166664124
1.440000057	71.500000000
1.466666698	78.500000000
1.493333340	81.833335876
1.519999981	81.166671753
1.546666622	83.333328247
1.573333383	71.333328247
1.600000024	87.166671753
1.626666665	104.500000000
1.653333306	136.333328247
1.679999948	123.166671753
1.706666708	107.000000000
1.733333349	118.000000000
1.759999990	90.166671753
1.786666632	95.500000000
1.813333392	105.000000000
1.840000033	107.833328247
1.866666675	93.500000000
1.893333316	79.666671753
1.919999957	87.166671753
1.946666718	80.500000000
1.973333359	70.166671753
2.000000000	85.166671753
2.026666641	87.666664124
2.053333282	100.166671753
2.079999924	118.333328247
2.106666565	116.166671753
2.133333445	126.333335876
2.160000086	133.000000000
2.186666727	124.666671753
2.213333368	119.166671753
2.240000010	123.166664124
2.266666651	106.500000000
2.293333292	112.166671753
2.319999933	112.166671753
2.346666574	86.333328247
2.373333216	83.833328247
2.400000095	80.500000000
2.426666737	75.333328247
2.453333378	77.500000000
2.480000019	87.833328247
