0.000000000	13.666666985
0.026666667	10.500000000
0.053333335	11.166666031
0.079999998	10.500000000
0.106666669	12.166666985
0.133333340	11.833333015
0.159999996	10.500000000
0.186666667	9.333333969
0.213333338	11.166666031
0.239999995	10.333333015
0.266666681	12.500000000
0.293333322	10.500000000
0.319999993	9.500000000
0.346666664	12.500000000
0.373333335	12.166666031
0.400000006	9.833333015
0.426666677	10.833333015
0.453333348	12.333333015
0.479999989	13.333333969
0.506666660	10.166666985
0.533333361	10.166666031
0.560000002	10.166666985
0.586666644	13.000000000
0.613333344	13.500000000
0.639999986	12.500000000
0.666666687	11.833333015
0.693333328	10.666666985
0.720000029	9.833333969
0.746666670	16.666666031
0.773333311	11.500000000
0.800000012	10.833333969
0.826666653	14.666666985
0.853333354	13.166666031
0.879999995	10.000000000
0.906666696	10.833333969
0.933333337	11.333333969
0.959999979	12.666666031
0.986666679	10.333333969
1.013333321	13.833333015
1.039999962	16.000000000
1.066666722	16.000000000
1.093333364	10.000000000
1.120000005	18.166667938
1.146666646	15.500000000
1.173333287	10.833333969
1.200000048	11.666666985
1.226666689	15.500000000
1.253333330	9.166666031
1.279999971	11.500000000
1.306666613	15.000000000
1.333333373	11.666666031
1.360000014	9.666666985
1.386666656	15.000000000
1.413333297	11.833333015
1.440000057	10.500000000
1.466666698	13.000000000
1.493333340	14.833333969
1.519999981	14.666666985
1.546666622	9.666666985
1.573333383	9.666666031
1.600000024	9.833333015
1.626666665	9.333333015
1.653333306	13.000000000
1.679999948	12.000000000
1.706666708	15.166666031
1.733333349	11.666666031
1.759999990	12.166666031
1.786666632	13.333333969
1.813333392	12.000000000
1.840000033	12.000000000
1.866666675	11.000000000
1.893333316	9.333333969
1.919999957	9.333333969
1.946666718	12.166666985
1.973333359	12.500000000
2.000000000	14.000000000
2.026666641	14.500000000
2.053333282	10.166666031
2.079999924	10.833333969
2.106666565	10.000000000
2.133333445	11.500000000
2.160000086	12.833333015
2.186666727	11.833333015
2.213333368	10.000000000
2.240000010	10.833333969
2.266666651	13.333333015
2.293333292	12.166666031
2.319999933	14.000000000
2.346666574	12.666666985
2.373333216	10.333333969
2.400000095	9.666666031
2.426666737	10.333333969
2.453333378	13.500000000
2.480000019	14.833333969
2.506666660	9.500000000
2.533333302	11.166666985
2.559999943	11.833333969
2.586666584	11.833333969
2.613333225	12.000000000
2.640000105	10.500000000
2.666666746	12.333333015
2.693333387	10.833333969
2.720000029	11.166666985
2.746666670	9.833333969
2.773333311	11.000000000
2.799999952	12.833333969
2.826666594	9.000000000
2.853333235	9.166666031
2.880000114	10.833333015
2.906666756	12.000000000
2.933333397	11.500000000
2.960000038	14.166666031
2.986666679	15.833333969
3.013333321	14.333333015
3.039999962	10.833333015
3.066666603	12.666666031
3.093333244	14.000000000
3.119999886	11.666666985
3.146666765	10.333333969
3.173333406	11.000000000
3.200000048	12.000000000
3.226666689	11.000000000
3.253333330	13.000000000
3.279999971	11.500000000
